"","date","piid","agency","ceiling_value","value","update_date","fpds_status","fpds_link","vendor","description","savings"
"1792",2025-02-04,"47QPCA24F0019","General Services Administration",893411.03,643431.03,2025-02-04,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA24F0019&modNumber=P00006&idvAgencyID=&idvPIID=47QPCA24A0001&contractType=AWARD","CLEARING, INC., THE","TTS Front Office Program Support",643431.03
"1793",2025-02-03,"47QPCA24F0036","General Services Administration",1128366.58,1013731.27,2025-02-04,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA24F0036&modNumber=P00001&idvAgencyID=&idvPIID=47QPCA24A0001&contractType=AWARD","CLEARING, INC., THE","TTS Strategic Partnerships Support",1013731.27
"1794",2025-02-04,"47QPCA24F0058","General Services Administration",1496965.06,1397996.85,2025-02-04,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA24F0058&modNumber=P00002&idvAgencyID=&idvPIID=47QPCA24A0001&contractType=AWARD","CLEARING, INC., THE","TTS Platforms and Services PMO Support",1397996.85
"1795",2025-02-03,"47QPCA24F0018","General Services Administration",4499790,1914510.81,2025-02-04,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA24F0018&modNumber=P00002&idvAgencyID=&idvPIID=47QPCA24A0001&contractType=AWARD","CLEARING, INC., THE","TTS FedRAMP PMO support",1914510.81
"1796",2025-02-05,"47QSMA25A0001","General Services Administration",68182.4,46123.44,2025-02-05,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QSMA25A0001&modNumber=0&idvAgencyID=&idvPIID=&contractType=IDV","Cadmus","Executive Coaching",46123.44
"1797",2025-02-05,"47HAA024P0012","General Services Administration",221100,181500,2025-02-05,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4773&PIID=47HAA024P0012&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","POLITICO, LLC","E&E News Subscription",181500
"1798",2025-01-24,"47QPCA23F0027","General Services Administration",7348340.47,844600.35,2025-02-05,"Expired","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA23F0027&modNumber=P00002&idvAgencyID=&idvPIID=47QPCA21A0009&contractType=AWARD","FEARLESS SOLUTIONS, LLC","TTS Login.gov Infratructure Services",844600.35
"1799",2025-02-04,"47QPCA24F0052","General Services Administration",1470639.2,948934.4,2025-02-05,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA24F0052&modNumber=P00003&idvAgencyID=&idvPIID=47QPCA21A0010&contractType=AWARD","AMIVERO LLC","TTS Market Development (MD) Support Services",948934.4
"1800",2025-01-28,"47QPCA24F0014","General Services Administration",1287692.03,1088223.95,2025-02-05,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA24F0014&modNumber=P00002&idvAgencyID=&idvPIID=47QPCA21A0008&contractType=AWARD","BIXAL SOLUTIONS INCORPORATED","TTS-Wide Usertesting Licenses and Support",1088223.95
"1801",2025-02-04,"47QPCA24F0054","General Services Administration",2169217.74,1570603.62,2025-02-05,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA24F0054&modNumber=0&idvAgencyID=&idvPIID=47QPCA21A0010&contractType=AWARD","AMIVERO LLC","TTS USDC/PIF Support Services ",1570603.62
"1802",2025-02-04,"47QPCA23F0011","General Services Administration",9645371.96,1881229.92,2025-02-05,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA23F0011&modNumber=P00014&idvAgencyID=&idvPIID=GS10F0065X&contractType=AWARD","CLEARING, INC., THE","TTS CoE Strategic Support",1881229.92
"1803",2025-02-04,"47QSCC24F7AH8","General Services Administration",14500000,9108800,2025-02-05,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QSCC24F7AH8&modNumber=0&idvAgencyID=&idvPIID=47QRAA18D008R&contractType=AWARD","Peridot Solutions LLC","Data and Statistical Analysis support for contract and business operations",9108800
"1804",2025-02-04,"47QDCB21F0013","General Services Administration",45851590,38675183,2025-02-05,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QDCB21F0013&modNumber=P00017&idvAgencyID=&idvPIID=GS10F0083V&contractType=AWARD","EAGLE HILL CONSULTING, LLC","Workforce Transformation PMO Support",38675183
"1805",2025-02-05,"47QPCA24F0071","General Services Administration",26500,11500,2025-02-06,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA24F0071&modNumber=P00003&idvAgencyID=&idvPIID=47QPCA24A0001&contractType=AWARD","CLEARING, INC., THE","TTS OROS Strategy Workshop",11500
"1806",2025-02-05,"47QPCA24F0027","General Services Administration",453196,216596,2025-02-06,"CHANGE ORDER","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA24F0027&modNumber=P00002&idvAgencyID=&idvPIID=47QPCA24A0001&contractType=AWARD","CLEARING, INC., THE","TTS Outreach Internal and Marketing support",216596
"1807",2025-02-05,"47QPCA24F0021","General Services Administration",707737.32,557821.32,2025-02-06,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA24F0021&modNumber=0&idvAgencyID=&idvPIID=GS02F0078P&contractType=AWARD","WASHINGTON CENTER FOR INTERNSHIPS AND ACADEMIC SEMINARS, ","TTS Civic Digital Fellows (Summer Internships)",557821.32
"1808",2025-02-05,"47QPCA24F0061","General Services Administration",835056.88,608063.35,2025-02-06,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA24F0061&modNumber=P00003&idvAgencyID=&idvPIID=47QPCA24A0001&contractType=AWARD","CLEARING, INC., THE","TTS ARP Delivery Branch Performance Measurement LLC",608063.35
"1809",2025-02-05,"47QPCA20F0021","General Services Administration",5104794.92,1067545.41,2025-02-06,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA20F0021&modNumber=P00017&idvAgencyID=&idvPIID=47QRAA19D00AE&contractType=AWARD","KAPTIVATE LLC","TTS Migrated- Open Innovation PMO Support",1067545.41
"1810",2025-02-05,"47QPCA24F0006","General Services Administration",4629752,2852109.44,2025-02-06,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA24F0006&modNumber=P00006&idvAgencyID=&idvPIID=47QPCA24A0001&contractType=AWARD","CLEARING, INC., THE","TTS 10x program and project management support BPA",2852109.44
"1811",2025-02-06,"47QPCA23F0030","General Services Administration",684058.6,112459.9,2025-02-07,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA23F0030&modNumber=P00006&idvAgencyID=&idvPIID=47QPCA21A0010&contractType=AWARD","AMIVERO LLC","TTS USAGov Complex Financial Project Support",112459.9
"1812",2025-02-06,"47PA0021F0001","General Services Administration",1763438,352688,2025-02-07,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4740&PIID=47PA0021F0001&modNumber=PA0011&idvAgencyID=&idvPIID=GS00F217GA&contractType=AWARD","FEDWRITERS, INC.","Contract Support",352688
"1813",2025-01-31,"47PA0122F0047","General Services Administration",5712309,2664278,2025-02-07,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4740&PIID=47PA0122F0047&modNumber=PA0010&idvAgencyID=&idvPIID=GS10F233AA&contractType=AWARD","MIRACORP, INC.","Contract Support",2664278
"1814",2025-02-06,"47PB0124F0048","General Services Administration",752170,572478,2025-02-10,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4740&PIID=47PB0124F0048&modNumber=PA0005&idvAgencyID=&idvPIID=47PB0123A0003&contractType=AWARD","RIPPLE EFFECT COMMUNICATIONS, INC.","BPA CALL 3 FOR MARKETING AND COMMUNICATION SUPPORT FOR THE GROW OUR VENDOR COMMUNITY INITIATIVE JUNE 10,",572478
"1815",2025-02-10,"47HAA022F0061","General Services Administration",29997093.81,585497.12,2025-02-10,"CHANGE ORDER","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4773&PIID=47HAA022F0061&modNumber=PA0015&idvAgencyID=&idvPIID=47QRAA20D002S&contractType=AWARD","REI Systems, Inc.","""The Government requires expert IT support services to support the GSA TBM PMO, DCCOI PMO, FAS ITC VMO, CXO Councils, and DEIA in the delivery of mission objectives of each workstream. The goal is for GSA to capitalize contractor support in an effort to obtain information and expertise to provide professional services, guides, and procedures and to assist federal IT data transparency initiatives.""",585497.12
"1816",2025-09-27,"47PA0122F0046","General Services Administration",3357559,1401960,2025-02-10,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4740&PIID=47PA0122F0046&modNumber=PA0003&idvAgencyID=&idvPIID=GS00F056CA&contractType=AWARD","SIGNET PARTNERS, A CORPORATION","REAL ESTATE VALUATION SUPPORT SERVICES",1401960
"1817",2025-07-01,"47PA0122F0019","General Services Administration",10480947,4051940,2025-02-10,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4740&PIID=47PA0122F0019&modNumber=PA0007&idvAgencyID=&idvPIID=47QRAA19D007X&contractType=AWARD","WASHINGTON BUSINESS DYNAMICS, LLC","RENT BILL MANAGEMENT OCCUPANCY AGREEMENT FINALIZATION SUPPORT",4051940
"1818",2025-02-10,"47QPCA22P0006","General Services Administration",54172.8,36352.8,2025-02-12,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA22P0006&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","BUREAU OF NATIONAL AFFAIRS INC","MIA SUBSCRIPTION",36352.8
"1819",2025-02-10,"47HAA023P0006","General Services Administration",288477.38,184574.88,2025-02-12,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4773&PIID=47HAA023P0006&modNumber=PS0002&idvAgencyID=&idvPIID=&contractType=AWARD","BLOOMBERG INDUSTRY GROUP, INC.","THE PURCHASE IS FOR BLOOMBERG LEGAL SUBSCRIPTION SERVICES",184574.88
"1820",2025-02-11,"47QRAB21F0002","General Services Administration",1124353,428465,2025-02-12,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QRAB21F0002&modNumber=P00008&idvAgencyID=&idvPIID=GS00F280DA&contractType=AWARD","CAMEO CONSULTING GROUP, LLC","Operational contracting support for OASIS.",428465
"1821",2025-02-11,"47QPCA24F0030","General Services Administration",6947107,5389839,2025-02-12,"CHANGE ORDER","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA24F0030&modNumber=P00002&idvAgencyID=&idvPIID=47QPCA24A0011&contractType=AWARD","CELERITY GOVERNMENT SOLUTIONS, LLC","",5389839
"1822",2025-02-10,"47QDCA23F0001","General Services Administration",10722115,6540099,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QDCA23F0001&modNumber=P00002&idvAgencyID=&idvPIID=GS10F154AA&contractType=AWARD","STRATEGIC RESOLUTION EXPERTS INC","COMMS CHG MNGMT AND USER ANALYSIS",6540099
"1823",2025-01-22,"GS00F084DA","General Services Administration",5936287,5936287,2025-02-18,"LEGAL CONTRACT CANCELLATION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=GS00F084DA&modNumber=PO0028&idvAgencyID=&idvPIID=&contractType=IDV","GLOBAL CORRECTIONS GROUP, LLC","FEDERAL SUPPLY SCHEDULE CONTRACT",5936287
"1824",2025-02-07,"47QRAA24D00E7","General Services Administration",1e+07,1e+07,2025-02-18,"LEGAL CONTRACT CANCELLATION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QRAA24D00E7&modNumber=PO0003&idvAgencyID=&idvPIID=&contractType=IDV","CARTER DEVELOPMENT GROUP, LLC","FEDERAL SUPPLY SCHEDULE CONTRACT",1e+07
"1825",2025-02-19,"47QMCB18D0007","General Services Administration",3e+06,0,2025-02-20,"LEGAL CONTRACT CANCELLATION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QMCB18D0007&modNumber=PO0017&idvAgencyID=&idvPIID=&contractType=IDV","TBS FACILITY SERVICES GROUP, LLC","FEDERAL SUPPLY SCHEDULE CONTRACT",0
"1826",2024-10-16,"47QPCA24F0016","General Services Administration",510722,387762,2025-02-20,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QPCA24F0016&modNumber=P00003&idvAgencyID=&idvPIID=47QPCA24A0001&contractType=AWARD","CLEARING, INC., THE","CALL ORDER 0004 ACCELERATORS PROGRAM SUPPORT",387762
"1827",2025-02-21,"47PM0725F0030","General Services Administration",44420343,37689634,2025-02-21,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4740&PIID=47PM0725F0030&modNumber=PA0001&idvAgencyID=&idvPIID=DEEE0008029&contractType=AWARD","AMERESCO, INC","The National Capital Region Energy Savings Performance Contract Project",37689634
"1828",2025-02-07,"05GA0A22P0013","Government Accountability Office",448270.11,197668.71,2025-02-13,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=0559&PIID=05GA0A22P0013&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","Politico","Environment & Energy Electronic News Source(s) Requirement",197668.71
"1829",2025-02-10,"86614824P00001","Housing and Urban Development",173993,10150,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614824P00001&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","CARAHSOFT TECHNOLOGY CORP","OFO LinkedIn Pro - New",10150
"1830",2025-02-06,"86614324F00040","Housing and Urban Development",161056,16000,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324F00040&modNumber=P00001&idvAgencyID=&idvPIID=03310324D0001&contractType=AWARD","Gartner Inc.","Research subscription services - HR Leaders, D&I, Corporate Leadership (DEI)",16000
"1831",2025-02-06,"86614324P00002","Housing and Urban Development",82500,66000,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324P00002&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","Partnership for Public Service","Human Capital Collaborative membership",66000
"1832",2025-02-10,"86614320C00001","Housing and Urban Development",754149,159840,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614320C00001&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD","East Hill Video","Webinar Services (East Hill Video)",159840
"1833",2025-02-06,"86614323C00001","Housing and Urban Development",702501,197641,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614323C00001&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD","Native American Industrial Solutions","Organizational culture evaluation and development support (DEI)",197641
"1834",2025-02-06,"86614324F00051","Housing and Urban Development",348360,210910,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324F00051&modNumber=P00001&idvAgencyID=&idvPIID=86614324A00007&contractType=AWARD","The Arbinger Company","Outward Mindset Training (DEI)",210910
"1835",2025-02-10,"86615621C00011","Housing and Urban Development",1191186,247684,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615621C00011&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD","BCT PARTNERS LLC","242 Program Feasibility Studies Data Web-Based Subscription Services",247684
"1836",2025-02-10,"86614924F00026","Housing and Urban Development",739301,277239,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614924F00026&modNumber=P00001&idvAgencyID=&idvPIID=86614924A00001&contractType=AWARD","Summit Consulting","GRRP Evaluation Part 1",277239
"1837",2025-02-07,"86614822C00010","Housing and Urban Development",1327833,278167,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614822C00010&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD","Franklin Covey","Franklin Covey All Access Pass Plus Licenses",278167
"1838",2025-02-10,"86614922C00003","Housing and Urban Development",1596334,509736,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614922C00003&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD","Urban Institute","Final Evaluation of the HUD-DOJ Pay for Success Reentry Permanent Support",509736
"1839",2025-02-07,"86614323F00052","Housing and Urban Development",1115300,544239,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614323F00052&modNumber=P00002&idvAgencyID=&idvPIID=86614319A00002&contractType=AWARD","Knoll Inc.","Greensboro field office furniture",544239
"1840",2025-02-10,"86614623C00003","Housing and Urban Development",936488,556488,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614623C00003&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD","Excelous LLC","Broadband Access for HUD Assisted Households",556488
"1841",2025-02-07,"86614324F00052","Housing and Urban Development",567809,567809,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324F00052&modNumber=P00001&idvAgencyID=&idvPIID=86614324A00004&contractType=AWARD","Knoll Inc.","Furniture purchase and installation in multiple field offices",567809
"1842",2025-02-10,"86615721C00005","Housing and Urban Development",1169081,602712,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615721C00005&modNumber=P00007&idvAgencyID=&idvPIID=&contractType=AWARD","SRI Consulting Services","HUD Handbook 4350.1 Revision",602712
"1843",2025-02-10,"86614121F00033","Housing and Urban Development",970501,745315,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614121F00033&modNumber=P00007&idvAgencyID=&idvPIID=GS23F0032U&contractType=AWARD","Core Logic","Automated Valuation Model (Corelogic)",745315
"1844",2025-02-06,"86615124C00008","Housing and Urban Development",1083406,1083406,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615124C00008&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","Rividium Inc.","Union contract negotiation and labor consultation services",1083406
"1845",2025-02-06,"86614324P00024","Housing and Urban Development",1648487,1337987,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324P00024&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","BetterUp Inc.","BetterUp Leadership Coaching (licenses) (DEI)",1337987
"1846",2025-02-10,"86614620F00009","Housing and Urban Development",2199962,1763518,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614620F00009&modNumber=P00011&idvAgencyID=&idvPIID=GS00F252CA&contractType=AWARD","Abt Associates","Evaluation of MTW Cohort 1",1763518
"1847",2025-02-10,"86615620P00005","Housing and Urban Development",1912191.93,1912191.93,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615620P00005&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD","Reverse Market Insight INC.","Client Budget and Resource Identity Tool (CBRIT)",1912191.93
"1848",2025-02-10,"86615624C00011","Housing and Urban Development",3795086,2317757,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615624C00011&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","BCT PARTNERS LLC","Electronic Platform Support Services Subscription (BCT Partners)",2317757
"1849",2025-02-10,"86615622C00010","Housing and Urban Development",6820552,2749018,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615622C00010&modNumber=P00009&idvAgencyID=&idvPIID=&contractType=AWARD","RED CARROT INC","Awareness, Communication, Education and Visibility",2749018
"1850",2025-02-10,"86615724C00025","Housing and Urban Development",4213139,3403550,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724C00025&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","2nd Wave LLC","Standard Operating Procedures",3403550
"1851",2025-02-10,"86615719C00006","Housing and Urban Development",9666150,7785845,2025-02-11,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615719C00006&modNumber=P00019&idvAgencyID=&idvPIID=&contractType=AWARD","SEBA PROFESSIONAL SERVICES LLC","Post Closing Portfolio Management Support",7785845
"1852",2025-02-12,"86615724F00021","Housing and Urban Development",2665252,0,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724F00021&modNumber=P00001&idvAgencyID=&idvPIID=86615324A00002&contractType=AWARD","JONES LANG LASALLE AMERICAS, INC.","MULTIFAMILY ASSESSMENT CONTRACTORS FOR GREEN RESILIENT AND RETROFIT PROGRAM (GRRP), PROJECT #1",0
"1853",2025-02-12,"86615724F00024","Housing and Urban Development",2638651,0,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724F00024&modNumber=P00001&idvAgencyID=&idvPIID=86615324A00002&contractType=AWARD","JONES LANG LASALLE AMERICAS, INC.","MULTIFAMILY ASSESSMENT CONTRACTORS FOR GREEN RESILIENT AND RETROFIT PROGRAM, PROJECT #2",0
"1854",2025-02-12,"86615724F00030","Housing and Urban Development",3931528,0,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724F00030&modNumber=P00002&idvAgencyID=&idvPIID=86615324A00001&contractType=AWARD","DELOITTE CONSULTING LLP","MULTIFAMILY ASSESSMENT CONTRACTORS FOR GREEN RESILIENT AND RETROFIT PROGRAM",0
"1855",2025-02-13,"86615724F00026","Housing and Urban Development",1978750,0,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724F00026&modNumber=P00002&idvAgencyID=&idvPIID=86615324A00004&contractType=AWARD","CREDITVEST INC","MULTIFAMILY ASSESSMENT CONTRACTORS FOR GREEN RESILIENT AND RETROFIT PROGRAM",0
"1856",2025-02-13,"86615724F00029","Housing and Urban Development",2824708,0,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724F00029&modNumber=P00002&idvAgencyID=&idvPIID=86615324A00005&contractType=AWARD","GUIDEHOUSE INC.","MULTIFAMILY ASSESSMENT CONTRACTORS FOR GREEN RESILIENT AND RETROFIT PROGRAM",0
"1857",2025-02-13,"86615724F00027","Housing and Urban Development",1716943,0,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724F00027&modNumber=P00002&idvAgencyID=&idvPIID=86615324A00004&contractType=AWARD","CREDITVEST INC","MULTIFAMILY ASSESSMENT CONTRACTORS FOR GREEN RESILIENT AND RETROFIT PROGRAM",0
"1858",2025-02-13,"86615724F00032","Housing and Urban Development",1690229,0,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615724F00032&modNumber=P00002&idvAgencyID=&idvPIID=86615324A00004&contractType=AWARD","CREDITVEST INC","MULTIFAMILY ASSESSMENT CONTRACTORS FOR GREEN RESILIENT AND RETROFIT PROGRAM",0
"1859",2025-02-13,"86615124F00006","Housing and Urban Development",998077.9,0,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615124F00006&modNumber=P00004&idvAgencyID=&idvPIID=86615122A00007&contractType=AWARD","JEFFERSON CONSULTING GROUP, LLC","EO14042 - OCPO ACQUISITION SUPPORT SERVICES",0
"1860",2025-02-14,"86614822C00006","Housing and Urban Development",4290578,0,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614822C00006&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","ICUBE INC.","DATA PROGRAM SUPPORT SERVICES",0
"1861",2025-02-17,"86615123F00014","Housing and Urban Development",212786.5,0,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615123F00014&modNumber=P00005&idvAgencyID=&idvPIID=86615123A00004&contractType=AWARD","DYNAMIC-PRO INC.","EO14042 TECHNICAL EVALUATION PANEL (TEP) CHAIR SUPPORT SERVICES - PD&R PROJECTS",0
"1862",2025-02-13,"86615720F00011","Housing and Urban Development",14235420.26,60493.15,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615720F00011&modNumber=P00013&idvAgencyID=&idvPIID=47QRAA19D003B&contractType=AWARD","FEDERAL PRACTICE GROUP LLC","THE CONTRACTOR SHALL PROVIDE FINANCIAL ADVISORY SERVICES TO THE OFFICE OF RECAPITALIZATION",60493.15
"1863",2025-02-15,"86615123F00008","Housing and Urban Development",285600.9,175406.4,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615123F00008&modNumber=P00004&idvAgencyID=&idvPIID=86615123A00004&contractType=AWARD","DYNAMIC-PRO INC.","EO14042 TECHNICAL EVALUATION PANEL (TEP) CHAIR SUPPORT SERVICES - PIH PROJECTS",175406.4
